-4.150905907154083252e-01,6.827002763748168945e-01,4.632435142993927002e-01,-4.328566789627075195e-02,-9.607570618391036987e-02,-1.438445150852203369e-01,-2.561596035957336426e-01,6.857188344001770020e-01,7.281983494758605957e-01,-7.639735192060470581e-02,7.368919253349304199e-01,-3.546321392059326172e-02,1.888159990310668945e+00,6.360395550727844238e-01,-3.103846311569213867e-01,-2.903329394757747650e-02,-1.448130458593368530e-01,-2.330265566706657410e-02,-2.268368303775787354e-01,-1.802827268838882446e-01,1.594807982444763184e+00,-4.591336473822593689e-02,1.932370424270629883e+00,-8.705662935972213745e-02,8.193963170051574707e-01,-4.126347899436950684e-01,-6.365017592906951904e-02,2.363484859466552734e+00,-1.222913786768913269e-01,8.797035813331604004e-01,-1.367877423763275146e-01,1.584287285804748535e-01
6.636750102043151855e-01,1.661805659532546997e-01,2.004279643297195435e-01,-2.333962619304656982e-01,2.680476009845733643e-01,1.486710190773010254e+00,5.918173789978027344e-01,-4.157000780105590820e-02,1.275558352470397949e+00,-1.263403147459030151e-01,-1.421628743410110474e-01,-7.663317769765853882e-02,3.023299574851989746e-01,1.427852362394332886e-01,-1.364256590604782104e-01,-1.604643166065216064e-01,3.764533698558807373e-01,1.514803171157836914e+00,-1.256778985261917114e-01,1.100443601608276367e+00,3.586622178554534912e-01,1.663993120193481445e+00,-3.428125008940696716e-02,-1.657468974590301514e-01,1.275878667831420898e+00,-2.226577512919902802e-02,-6.401982158422470093e-02,5.181696414947509766e-01,-1.713253371417522430e-02,3.379174470901489258e-01,4.295377060770988464e-02,1.408448934555053711e+00
2.497481256723403931e-01,-1.581902429461479187e-02,-6.363771110773086548e-02,-1.078102663159370422e-01,-1.630409853532910347e-03,1.398161768913269043e+00,1.365849226713180542e-01,-7.612445205450057983e-02,1.016883969306945801e+00,-1.181058287620544434e-01,-1.310881525278091431e-01,9.158177673816680908e-02,2.722855508327484131e-01,5.148380994796752930e-01,-5.342255160212516785e-02,-1.616814136505126953e-01,4.962294399738311768e-01,1.016051530838012695e+00,-5.695459619164466858e-02,6.140280961990356445e-01,2.804314494132995605e-01,1.521600008010864258e+00,4.475055634975433350e-01,-1.670587509870529175e-01,1.067924141883850098e+00,-1.802780665457248688e-02,-7.464233785867691040e-02,3.923031687736511230e-01,3.262661993503570557e-01,3.586636483669281006e-01,2.694222629070281982e-01,1.123450160026550293e+00
-5.312595963478088379e-01,8.272840380668640137e-01,5.809104442596435547e-01,-5.785384029150009155e-02,-1.266828626394271851e-01,-2.826345860958099365e-01,-3.071841299533843994e-01,8.195481896400451660e-01,8.861973285675048828e-01,-1.155104488134384155e-01,9.809204339981079102e-01,-5.612664297223091125e-02,2.255958080291748047e+00,5.935950279235839844e-01,-4.649628400802612305e-01,-1.697095669806003571e-02,-1.691175699234008789e-01,-3.389361500740051270e-02,-2.980869412422180176e-01,-2.596674859523773193e-01,1.782835364341735840e+00,-9.232573956251144409e-02,1.845403432846069336e+00,-6.850524991750717163e-02,1.042277336120605469e+00,-5.671854019165039062e-01,-1.313173472881317139e-01,2.854575395584106445e+00,-1.781648397445678711e-01,1.127653717994689941e+00,-1.612247377634048462e-01,1.677839783951640129e-03
4.037196040153503418e-01,7.644821405410766602e-01,1.123926639556884766e-01,2.239181995391845703e-01,8.062279820442199707e-01,-3.983100876212120056e-02,7.988084554672241211e-01,8.880131840705871582e-01,-2.134746611118316650e-01,1.375952482223510742e+00,8.504134416580200195e-01,-1.162863969802856445e-01,-5.280676484107971191e-02,-1.632785648107528687e-01,1.244774222373962402e+00,9.470350146293640137e-01,-1.773371249437332153e-01,-5.900128558278083801e-02,3.737531900405883789e-01,3.375788033008575439e-01,-1.383377313613891602e-01,-1.381630003452301025e-01,9.439476728439331055e-01,9.939761161804199219e-01,-1.425778567790985107e-01,9.776057004928588867e-01,7.104573249816894531e-01,-1.535293608903884888e-01,-1.283899694681167603e-01,-2.172110527753829956e-01,-7.966438680887222290e-02,-1.441660225391387939e-01
3.644499778747558594e-01,9.987514019012451172e-01,3.828634321689605713e-01,2.955169677734375000e-01,1.191160440444946289e+00,-1.131567880511283875e-01,1.030473828315734863e+00,1.138662457466125488e+00,-2.469682693481445312e-01,1.577973723411560059e+00,1.303933024406433105e+00,-1.710774153470993042e-01,-2.302635274827480316e-02,-2.219912707805633545e-01,1.109379410743713379e+00,1.281439185142517090e+00,-1.589710563421249390e-01,-5.940467491745948792e-02,-5.433285143226385117e-03,2.629653513431549072e-01,-2.003824710845947266e-01,-1.964554935693740845e-01,4.924546182155609131e-01,1.312900185585021973e+00,-2.150465697050094604e-01,1.215854406356811523e+00,3.227255642414093018e-01,-2.079774737358093262e-01,-1.442664712667465210e-01,-2.658124566078186035e-01,-1.002115532755851746e-01,-2.053768485784530640e-01
3.844637274742126465e-01,1.263947963714599609e+00,6.588761210441589355e-01,2.007246762514114380e-01,1.556124806404113770e+00,-2.338782548904418945e-01,1.200600624084472656e+00,1.381280660629272461e+00,-2.894537746906280518e-01,1.396775960922241211e+00,1.679260373115539551e+00,-2.434454560279846191e-01,3.187057748436927795e-02,-2.208860963582992554e-01,1.110748052597045898e+00,1.713436365127563477e+00,-9.059751778841018677e-02,-7.108825445175170898e-02,-9.306117892265319824e-02,1.340687572956085205e-01,-1.588059514760971069e-01,-1.921856105327606201e-01,-3.614740073680877686e-02,1.819834589958190918e+00,-2.716140151023864746e-01,1.439658641815185547e+00,-8.910811692476272583e-02,-2.709861397743225098e-01,-2.016823142766952515e-01,-3.059660792350769043e-01,-1.406812965869903564e-01,-2.117838710546493530e-01
2.588269710540771484e-01,1.264236330986022949e+00,1.181554079055786133e+00,-4.408217209856957197e-04,1.590134263038635254e+00,-2.852398753166198730e-01,6.318880915641784668e-01,1.386242747306823730e+00,-2.342378348112106323e-01,3.390241563320159912e-01,1.526908755302429199e+00,-2.324554920196533203e-01,2.479558885097503662e-01,-8.982828259468078613e-02,1.033043146133422852e+00,1.633124113082885742e+00,1.132263839244842529e-01,-8.686810731887817383e-02,-1.144172176718711853e-01,9.908941388130187988e-02,5.365364551544189453e-01,-1.509566558524966240e-03,-5.198553204536437988e-02,1.791067957878112793e+00,-2.143129557371139526e-01,1.494343280792236328e+00,-1.320393830537796021e-01,-1.835535466670989990e-01,-2.322916090488433838e-01,-2.263211458921432495e-01,-2.159041464328765869e-01,-5.528672598302364349e-03
8.059889078140258789e-01,1.384027451276779175e-01,5.608385205268859863e-01,-2.547746300697326660e-01,3.482157588005065918e-01,1.591554641723632812e+00,6.913169026374816895e-01,-3.494972735643386841e-02,1.331473827362060547e+00,-1.207062974572181702e-01,-1.434455066919326782e-01,-1.228288933634757996e-01,3.224484026432037354e-01,-3.192269057035446167e-02,-1.620739996433258057e-01,-1.707043051719665527e-01,4.357889890670776367e-01,1.594980120658874512e+00,-1.235329583287239075e-01,1.260239243507385254e+00,2.991842031478881836e-01,1.671718120574951172e+00,-1.237487345933914185e-01,-1.557125300168991089e-01,1.277729511260986328e+00,-5.218443274497985840e-02,-9.280712902545928955e-02,5.274704694747924805e-01,-1.693990454077720642e-02,3.187326490879058838e-01,-8.958348631858825684e-02,1.410725116729736328e+00
8.178031444549560547e-01,2.292938381433486938e-01,6.566829085350036621e-01,-2.800214290618896484e-01,3.669978082180023193e-01,1.319356083869934082e+00,6.891046762466430664e-01,2.046468481421470642e-02,1.181553363800048828e+00,-1.240183934569358826e-01,-1.353913694620132446e-01,-1.140642091631889343e-01,2.378802299499511719e-01,-5.076494067907333374e-03,-1.418159455060958862e-01,-1.457234770059585571e-01,2.937797307968139648e-01,1.506821513175964355e+00,-9.759225696325302124e-02,1.177319645881652832e+00,5.235566496849060059e-01,1.554530858993530273e+00,-9.962201118469238281e-02,-1.485761106014251709e-01,1.068411946296691895e+00,-4.359092563390731812e-03,-3.053650492802262306e-03,5.912441611289978027e-01,-6.363596767187118530e-02,2.796197235584259033e-01,-1.132856588810682297e-03,1.462046027183532715e+00
